Drug A,Drug B,Cell Line Name,Score
Mitotane,Nilotinib,KM12,-3.0
Romidepsin,Paclitaxel,UACC-62,-8.333333333333334
Vorinostat,Tretinoin,T-47D,7.333333333333333
Everolimus,Sirolimus,TK-10,-3.555555555555556
Everolimus,Vorinostat,UO-31,0.0
Mitotane,Cladribine,SR,7.333333333333333
Fulvestrant,Celecoxib,OVCAR-4,-6.111111111111111
Everolimus,Sirolimus,OVCAR-4,0.1111111111111111
Docetaxel,Tretinoin,UACC-257,8.88888888888889
Fulvestrant,Tretinoin,NCI-H460,-0.2222222222222222
Dasatinib,Sirolimus,OVCAR-5,-7.555555555555555
Everolimus,Nilotinib,OVCAR-4,-2.4444444444444446
Sirolimus,Nilotinib,K-562,31.444444444444443
Dasatinib,Cladribine,BT-549,0.5555555555555556
Docetaxel,Tretinoin,TK-10,0.4444444444444444
Mitotane,Nilotinib,M14,-6.333333333333333
Vorinostat,Paclitaxel,A549/ATCC,-10.555555555555555
Everolimus,Vorinostat,UACC-62,0.3333333333333333
Fulvestrant,Cladribine,SK-OV-3,-6.111111111111111
Docetaxel,Sirolimus,NCI-H460,7.777777777777778
Dasatinib,Paclitaxel,HCT-116,0.5555555555555556
Tretinoin,Celecoxib,DU-145,-14.333333333333334
Tretinoin,Cladribine,ACHN,-1.7777777777777777
Fulvestrant,Cladribine,NCI-H322M,-6.555555555555555
Mitotane,Everolimus,SN12C,-0.2222222222222222
Paclitaxel,Tretinoin,NCI-H460,32.111111111111114
Vorinostat,Romidepsin,HCT-116,8.777777777777779
Sirolimus,Mitotane,DU-145,-1.1111111111111112
Dasatinib,Celecoxib,DU-145,-8.222222222222221
Thalidomide,Sirolimus,NCI-H322M,-2.111111111111111
Streptozocin,Tretinoin,OVCAR-4,-1.4444444444444444
Fulvestrant,Romidepsin,MOLT-4,20.77777777777778
Docetaxel,Tretinoin,OVCAR-3,16.555555555555557
Fulvestrant,Everolimus,UACC-62,9.0
Mitotane,Tretinoin,OVCAR-8,-1.5555555555555556
Sirolimus,Celecoxib,SW-620,-0.1111111111111111
Everolimus,Tretinoin,BT-549,-8.11111111111111
Romidepsin,Nilotinib,IGROV1,0.8888888888888888
Fulvestrant,Nilotinib,LOX IMVI,-5.0
Sirolimus,Nilotinib,LOX IMVI,-0.8888888888888888
Vorinostat,Romidepsin,SF-268,-6.111111111111111
Mitotane,Nilotinib,CCRF-CEM,-8.444444444444445
Megestrol acetate,Lenalidomide,SW-620,-5.444444444444445
Fulvestrant,Nilotinib,K-562,-1.5555555555555556
Fulvestrant,Cladribine,MCF7,-3.333333333333333
Tretinoin,Cladribine,K-562,-2.555555555555556
Streptozocin,Mitotane,SK-MEL-5,-0.3333333333333333
Thalidomide,Tretinoin,NCI-H322M,0.2222222222222222
Paclitaxel,Celecoxib,RXF 393,21.666666666666668
Tretinoin,Cladribine,MCF7,0.0
Vorinostat,Celecoxib,NCI-H522,-3.888888888888889
Streptozocin,Paclitaxel,SK-OV-3,-10.333333333333334
Streptozocin,Tretinoin,A498,-5.0
Cladribine,Celecoxib,MOLT-4,-2.555555555555556
Fulvestrant,Celecoxib,OVCAR-8,-3.2222222222222223
Fulvestrant,Celecoxib,A549/ATCC,-5.0
Romidepsin,Paclitaxel,KM12,4.777777777777778
Vorinostat,Tretinoin,OVCAR-5,-8.333333333333334
Nilotinib,Celecoxib,SF-268,-5.333333333333333
Thalidomide,Docetaxel,SF-268,2.2222222222222223
Streptozocin,Paclitaxel,HCC-2998,-5.444444444444445
Fulvestrant,Cladribine,NCI-H522,-1.0
Dasatinib,Nilotinib,T-47D,-16.555555555555557
Vorinostat,Celecoxib,SF-539,-6.444444444444445
Docetaxel,Nilotinib,CCRF-CEM,2.333333333333333
Thalidomide,Tretinoin,SN12C,1.5555555555555556
Romidepsin,Cladribine,OVCAR-5,-3.0
Fulvestrant,Tretinoin,M14,-1.1111111111111112
Vorinostat,Celecoxib,HT29,1.2222222222222223
Everolimus,Vorinostat,OVCAR-4,-4.777777777777778
Paclitaxel,Celecoxib,T-47D,3.2222222222222223
Vorinostat,Romidepsin,UACC-257,-2.555555555555556
Fulvestrant,Sirolimus,RXF 393,0.8888888888888888
Megestrol acetate,Gefitinib,SF-268,-5.888888888888889
Vorinostat,Celecoxib,CCRF-CEM,-2.4444444444444446
Mitotane,Cladribine,UACC-257,-15.666666666666666
Everolimus,Docetaxel,TK-10,2.333333333333333
Streptozocin,Mitotane,RPMI-8226,-8.444444444444445
Fulvestrant,Tretinoin,HCT-15,-0.1111111111111111
Romidepsin,Nilotinib,RXF 393,-2.333333333333333
Fulvestrant,Dasatinib,SK-OV-3,0.8888888888888888
Fulvestrant,Paclitaxel,UACC-62,-4.222222222222222
Thalidomide,Cladribine,SN12C,-7.666666666666667
Mitotane,Paclitaxel,HOP-62,-5.444444444444445
Thalidomide,Cladribine,786-0,-8.0
Fulvestrant,Tretinoin,TK-10,4.111111111111111
Streptozocin,Sirolimus,KM12,-0.5555555555555556
Fulvestrant,Romidepsin,OVCAR-3,9.555555555555555
Nilotinib,Mitotane,RPMI-8226,-5.666666666666667
Everolimus,Celecoxib,NCI-H522,-1.6666666666666667
Vorinostat,Nilotinib,OVCAR-4,-9.22222222222222
Sirolimus,Cladribine,UO-31,-2.333333333333333
Fulvestrant,Dasatinib,COLO 205,-2.2222222222222223
Tretinoin,Cladribine,KM12,-3.555555555555556
Everolimus,Dasatinib,OVCAR-5,-2.555555555555556
Tretinoin,Cladribine,IGROV1,2.333333333333333
Docetaxel,Celecoxib,MOLT-4,41.11111111111112
Docetaxel,Cladribine,KM12,2.888888888888889
Sirolimus,Tretinoin,NCI-H460,0.4444444444444444
Everolimus,Celecoxib,COLO 205,-0.1111111111111111
Vorinostat,Romidepsin,RPMI-8226,9.555555555555555
Nilotinib,Cladribine,HOP-92,0.3333333333333333
Fulvestrant,Nilotinib,SR,-15.555555555555555
Streptozocin,Paclitaxel,DU-145,12.555555555555555
Tretinoin,Celecoxib,ACHN,-2.0
Vorinostat,Cladribine,DU-145,10.11111111111111
Docetaxel,Sirolimus,SF-268,-2.888888888888889
Everolimus,Paclitaxel,NCI-H460,5.333333333333333
Romidepsin,Docetaxel,MDA-MB-231/ATCC,-1.6666666666666667
Mitotane,Celecoxib,SNB-75,-5.555555555555555
Nilotinib,Cladribine,PC-3,-2.6666666666666665
Vorinostat,Cladribine,SF-268,-9.77777777777778
Fulvestrant,Sirolimus,SK-OV-3,-7.222222222222222
Everolimus,Dasatinib,A549/ATCC,0.6666666666666666
Everolimus,Celecoxib,SNB-75,0.4444444444444444
Thalidomide,Docetaxel,HOP-92,-8.777777777777779
Dasatinib,Nilotinib,U251,-10.22222222222222
Dasatinib,Romidepsin,NCI-H522,-5.222222222222222
Fulvestrant,Celecoxib,UACC-257,-6.777777777777778
Mitotane,Paclitaxel,NCI-H460,-1.6666666666666667
Streptozocin,Docetaxel,SF-268,-3.4444444444444446
Dasatinib,Sirolimus,NCI-H322M,-17.0
Vorinostat,Cladribine,NCI-H322M,-19.88888888888889
Mitotane,Cladribine,RPMI-8226,-0.4444444444444444
Mitotane,Everolimus,SF-295,-8.0
Thalidomide,Paclitaxel,A498,-4.666666666666667
Vorinostat,Romidepsin,CCRF-CEM,12.22222222222222
Streptozocin,Tretinoin,786-0,-6.555555555555555
Megestrol acetate,Gefitinib,SW-620,5.888888888888889
Fulvestrant,Vorinostat,IGROV1,0.8888888888888888
Romidepsin,Nilotinib,SW-620,2.333333333333333
Gefitinib,Lenalidomide,OVCAR-4,-5.777777777777778
Mitotane,Cladribine,MOLT-4,-3.333333333333333
Mitotane,Paclitaxel,SK-MEL-5,-6.555555555555555
Gefitinib,Lenalidomide,786-0,-4.888888888888889
Mitotane,Tretinoin,MDA-MB-231/ATCC,0.3333333333333333
Streptozocin,Sirolimus,HS 578T,0.4444444444444444
Everolimus,Paclitaxel,DU-145,22.11111111111111
Megestrol acetate,Gefitinib,SR,5.111111111111111
Thalidomide,Paclitaxel,M14,-11.333333333333334
Everolimus,Tretinoin,UACC-62,0.4444444444444444
Nilotinib,Cladribine,SF-268,-2.888888888888889
Mitotane,Celecoxib,SF-295,-2.0
Streptozocin,Paclitaxel,HOP-92,-1.0
Romidepsin,Tretinoin,PC-3,3.333333333333333
Streptozocin,Tretinoin,HOP-62,-12.0
Sirolimus,Tretinoin,NCI-H322M,7.0
Everolimus,Dasatinib,BT-549,-3.2222222222222223
Everolimus,Sirolimus,SW-620,0.1111111111111111
Everolimus,Nilotinib,OVCAR-5,-5.444444444444445
Sirolimus,Celecoxib,SK-OV-3,4.444444444444445
Fulvestrant,Nilotinib,HS 578T,1.3333333333333333
Everolimus,Celecoxib,A549/ATCC,-0.1111111111111111
Everolimus,Sirolimus,NCI-H460,-3.6666666666666665
Mitotane,Sirolimus,OVCAR-3,-4.777777777777778
Paclitaxel,Celecoxib,A498,4.777777777777778
Sirolimus,Nilotinib,A498,1.2222222222222223
Everolimus,Docetaxel,NCI-H522,4.0
Streptozocin,Mitotane,SF-539,-4.666666666666667
Thalidomide,Cladribine,SW-620,0.3333333333333333
Fulvestrant,Tretinoin,UACC-257,1.2222222222222223
Vorinostat,Cladribine,K-562,1.2222222222222223
Docetaxel,Paclitaxel,NCI-H322M,-22.55555555555556
Everolimus,Docetaxel,OVCAR-5,2.2222222222222223
Nilotinib,Celecoxib,NCI-H522,-4.777777777777778
Mitotane,Everolimus,EKVX,3.2222222222222223
Everolimus,Docetaxel,PC-3,6.222222222222222
Fulvestrant,Celecoxib,SF-268,-11.11111111111111
Streptozocin,Paclitaxel,NCI-H226,-14.666666666666666
Nilotinib,Mitotane,OVCAR-3,-8.666666666666666
Vorinostat,Paclitaxel,KM12,1.6666666666666667
Fulvestrant,Vorinostat,OVCAR-3,0.1111111111111111
Romidepsin,Paclitaxel,OVCAR-3,-8.11111111111111
Everolimus,Paclitaxel,MDA-MB-468,8.222222222222221
Everolimus,Vorinostat,MDA-MB-468,-3.555555555555556
Vorinostat,Celecoxib,COLO 205,-1.4444444444444444
Everolimus,Tretinoin,OVCAR-3,0.4444444444444444
Thalidomide,Sirolimus,DU-145,-5.777777777777778
Sirolimus,Mitotane,EKVX,6.333333333333333
Paclitaxel,Cladribine,SNB-75,3.333333333333333
Mitotane,Tretinoin,HCC-2998,-4.666666666666667
Everolimus,Dasatinib,IGROV1,-0.6666666666666666
Vorinostat,Tretinoin,BT-549,-5.333333333333333
Vorinostat,Romidepsin,HT29,-3.111111111111111
Docetaxel,Nilotinib,LOX IMVI,13.77777777777778
Vorinostat,Sirolimus,TK-10,-6.0
Vorinostat,Paclitaxel,LOX IMVI,-0.7777777777777778
Romidepsin,Cladribine,OVCAR-4,-0.8888888888888888
Streptozocin,Sirolimus,U251,-0.4444444444444444
Everolimus,Nilotinib,SF-539,-10.555555555555555
Everolimus,Dasatinib,SK-MEL-28,-10.0
Thalidomide,Paclitaxel,OVCAR-5,6.333333333333333
Everolimus,Vorinostat,DU-145,-5.444444444444445
Vorinostat,Docetaxel,HT29,14.0
Fulvestrant,Romidepsin,HT29,3.555555555555556
Mitotane,Sirolimus,NCI-H522,-1.4444444444444444
Streptozocin,Cladribine,HOP-62,-6.0
Romidepsin,Docetaxel,TK-10,0.6666666666666666
Everolimus,Docetaxel,SNB-75,-1.4444444444444444
Tretinoin,Celecoxib,SN12C,-0.7777777777777778
Nilotinib,Tretinoin,NCI-H23,-13.333333333333334
Everolimus,Cladribine,SNB-75,-2.6666666666666665
Mitotane,Dasatinib,T-47D,-7.444444444444445
Mitotane,Cladribine,OVCAR-4,-3.333333333333333
Vorinostat,Nilotinib,LOX IMVI,-0.1111111111111111
Fulvestrant,Vorinostat,HS 578T,-3.7777777777777777
Fulvestrant,Vorinostat,CAKI-1,-4.333333333333333
Dasatinib,Nilotinib,K-562,3.4444444444444446
Mitotane,Cladribine,M14,-3.333333333333333
Romidepsin,Nilotinib,BT-549,-2.4444444444444446
Romidepsin,Docetaxel,UACC-257,2.6666666666666665
Tretinoin,Cladribine,MDA-MB-468,-2.888888888888889
Everolimus,Celecoxib,MCF7,1.2222222222222223
Romidepsin,Nilotinib,SNB-75,-3.0
Fulvestrant,Romidepsin,UO-31,4.333333333333333
Everolimus,Cladribine,UACC-62,-4.0
Tretinoin,Cladribine,UACC-257,-1.8888888888888888
Dasatinib,Vorinostat,SF-539,-5.222222222222222
Fulvestrant,Tretinoin,HOP-92,-4.777777777777778
Vorinostat,Tretinoin,RXF 393,0.7777777777777778
Sirolimus,Celecoxib,A498,2.0
Dasatinib,Docetaxel,RPMI-8226,0.1111111111111111
Nilotinib,Tretinoin,RXF 393,-1.0
Mitotane,Paclitaxel,HCC-2998,-4.111111111111111
Mitotane,Cladribine,786-0,0.2222222222222222
Fulvestrant,Dasatinib,HCT-116,-3.0
Vorinostat,Paclitaxel,NCI-H226,-12.22222222222222
Fulvestrant,Everolimus,UO-31,23.666666666666668
Thalidomide,Docetaxel,786-0,-4.0
Romidepsin,Celecoxib,UACC-62,-1.3333333333333333
Streptozocin,Paclitaxel,OVCAR-8,-9.11111111111111
Romidepsin,Tretinoin,T-47D,2.888888888888889
Mitotane,Celecoxib,RPMI-8226,-9.22222222222222
Romidepsin,Tretinoin,KM12,1.2222222222222223
Streptozocin,Tretinoin,HCC-2998,-8.88888888888889
Thalidomide,Cladribine,SF-539,-9.11111111111111
Docetaxel,Cladribine,OVCAR-8,-6.666666666666667
Everolimus,Vorinostat,SW-620,0.6666666666666666
Paclitaxel,Nilotinib,DU-145,12.333333333333334
Everolimus,Dasatinib,OVCAR-3,-12.444444444444445
Fulvestrant,Romidepsin,SK-OV-3,-2.333333333333333
Gefitinib,Lenalidomide,OVCAR-5,-2.4444444444444446
Everolimus,Nilotinib,LOX IMVI,-12.666666666666666
Dasatinib,Docetaxel,HS 578T,-1.0
Thalidomide,Cladribine,HS 578T,-4.777777777777778
Thalidomide,Mitotane,BT-549,-4.777777777777778
Tretinoin,Cladribine,SK-MEL-28,-6.111111111111111
Romidepsin,Celecoxib,SF-268,-0.7777777777777778
Fulvestrant,Paclitaxel,OVCAR-8,-2.555555555555556
Fulvestrant,Nilotinib,NCI-H23,-8.88888888888889
Fulvestrant,Paclitaxel,SF-539,-6.888888888888889
Romidepsin,Celecoxib,RXF 393,-3.555555555555556
Nilotinib,Tretinoin,COLO 205,-8.444444444444445
Docetaxel,Celecoxib,MDA-MB-231/ATCC,13.333333333333334
Everolimus,Nilotinib,NCI-H460,-2.888888888888889
Mitotane,Tretinoin,NCI-H460,1.1111111111111112
Vorinostat,Paclitaxel,HCT-116,-7.0
Dasatinib,Vorinostat,MCF7,-10.333333333333334
Dasatinib,Docetaxel,PC-3,1.4444444444444444
Mitotane,Paclitaxel,SF-539,0.8888888888888888
Everolimus,Docetaxel,A549/ATCC,7.222222222222222
Docetaxel,Sirolimus,HT29,10.444444444444445
Thalidomide,Mitotane,HCC-2998,-1.6666666666666667
Sirolimus,Cladribine,TK-10,-3.4444444444444446
Mitotane,Cladribine,OVCAR-8,0.0
Paclitaxel,Celecoxib,HCC-2998,16.88888888888889
Tretinoin,Celecoxib,NCI-H226,2.4444444444444446
Mitotane,Celecoxib,CAKI-1,-5.444444444444445
Thalidomide,Sirolimus,UACC-257,-5.666666666666667
Docetaxel,Fulvestrant,LOX IMVI,17.88888888888889
Docetaxel,Cladribine,UACC-257,-4.111111111111111
Vorinostat,Romidepsin,OVCAR-3,-2.0
Romidepsin,Paclitaxel,NCI-H322M,-9.88888888888889
Docetaxel,Tretinoin,RPMI-8226,21.0
Thalidomide,Docetaxel,HCC-2998,-4.777777777777778
Fulvestrant,Sirolimus,HOP-92,-7.333333333333333
Cladribine,Celecoxib,M14,-1.7777777777777777
Mitotane,Dasatinib,OVCAR-3,-5.222222222222222
Sirolimus,Nilotinib,SN12C,-7.222222222222222
Mitotane,Celecoxib,HOP-62,-7.555555555555555
Docetaxel,Fulvestrant,HCT-116,7.333333333333333
Mitotane,Sirolimus,NCI-H226,-3.0
Docetaxel,Paclitaxel,NCI-H522,-3.888888888888889
Paclitaxel,Tretinoin,OVCAR-4,9.555555555555555
Fulvestrant,Vorinostat,EKVX,0.5555555555555556
Mitotane,Celecoxib,SF-539,-5.222222222222222
Dasatinib,Nilotinib,SW-620,-1.0
Thalidomide,Docetaxel,UACC-62,-2.333333333333333
Nilotinib,Tretinoin,ACHN,-0.1111111111111111
Fulvestrant,Sirolimus,MDA-MB-468,-2.6666666666666665
Romidepsin,Tretinoin,HCC-2998,-8.666666666666666
Docetaxel,Cladribine,HS 578T,1.6666666666666667
Vorinostat,Nilotinib,NCI-H522,-21.88888888888889
Dasatinib,Tretinoin,HCC-2998,-5.222222222222222
Mitotane,Paclitaxel,M14,0.7777777777777778
Streptozocin,Paclitaxel,NCI-H522,35.0
Everolimus,Docetaxel,IGROV1,0.7777777777777778
Fulvestrant,Everolimus,786-0,-9.555555555555555
Vorinostat,Nilotinib,HCT-116,-8.0
Fulvestrant,Paclitaxel,MCF7,-4.222222222222222
Dasatinib,Nilotinib,SNB-75,-5.888888888888889
Fulvestrant,Everolimus,CCRF-CEM,-3.333333333333333
Fulvestrant,Tretinoin,MDA-MB-468,3.7777777777777777
Paclitaxel,Cladribine,KM12,2.2222222222222223
Nilotinib,Tretinoin,RPMI-8226,2.7777777777777777
Fulvestrant,Paclitaxel,SK-MEL-28,1.4444444444444444
Streptozocin,Sirolimus,A498,-0.4444444444444444
Vorinostat,Paclitaxel,SK-MEL-28,-4.0
Everolimus,Dasatinib,HCC-2998,-4.555555555555555
Romidepsin,Cladribine,SNB-75,1.3333333333333333
Paclitaxel,Sirolimus,RXF 393,-4.111111111111111
Everolimus,Romidepsin,NCI-H226,1.0
Sirolimus,Celecoxib,T-47D,2.888888888888889
Gefitinib,Lenalidomide,UACC-257,0.1111111111111111
Dasatinib,Vorinostat,BT-549,-2.4444444444444446
Tretinoin,Cladribine,SNB-75,-0.2222222222222222
Thalidomide,Paclitaxel,UACC-62,8.777777777777779
Everolimus,Paclitaxel,LOX IMVI,-11.77777777777778
Dasatinib,Celecoxib,HS 578T,8.88888888888889
Everolimus,Cladribine,HS 578T,-2.111111111111111
Everolimus,Vorinostat,COLO 205,2.333333333333333
Thalidomide,Mitotane,MCF7,-0.7777777777777778
Tretinoin,Cladribine,SN12C,-3.6666666666666665
Vorinostat,Cladribine,UACC-257,-3.111111111111111
Paclitaxel,Sirolimus,CCRF-CEM,12.666666666666666
Mitotane,Tretinoin,786-0,-3.333333333333333
Nilotinib,Celecoxib,UACC-257,-2.0
Docetaxel,Nilotinib,NCI-H322M,-37.0
Docetaxel,Tretinoin,MOLT-4,46.22222222222222
Docetaxel,Cladribine,RPMI-8226,-3.888888888888889
Gefitinib,Lenalidomide,EKVX,-2.111111111111111
Streptozocin,Tretinoin,LOX IMVI,-5.111111111111111
Fulvestrant,Celecoxib,MCF7,5.666666666666667
Tretinoin,Celecoxib,UACC-257,-0.4444444444444444
Mitotane,Cladribine,OVCAR-3,-3.2222222222222223
Fulvestrant,Celecoxib,M14,-9.77777777777778
Fulvestrant,Dasatinib,786-0,-1.5555555555555556
Fulvestrant,Tretinoin,IGROV1,0.2222222222222222
Everolimus,Vorinostat,NCI-H460,-0.3333333333333333
Sirolimus,Celecoxib,KM12,0.8888888888888888
Romidepsin,Sirolimus,TK-10,-4.444444444444445
Vorinostat,Tretinoin,SF-268,-13.666666666666666
Fulvestrant,Romidepsin,U251,7.111111111111111
Gefitinib,Lenalidomide,PC-3,-0.4444444444444444
Romidepsin,Tretinoin,NCI-H522,-5.333333333333333
Streptozocin,Sirolimus,SF-539,-1.3333333333333333
Mitotane,Paclitaxel,CCRF-CEM,-8.777777777777779
Nilotinib,Cladribine,EKVX,-6.666666666666667
Mitotane,Sirolimus,786-0,-1.7777777777777777
Fulvestrant,Cladribine,SK-MEL-28,4.444444444444445
Megestrol acetate,Lenalidomide,HCT-116,-2.4444444444444446
Vorinostat,Docetaxel,MDA-MB-231/ATCC,-2.7777777777777777
Romidepsin,Celecoxib,UO-31,-3.111111111111111
Mitotane,Dasatinib,SW-620,-0.6666666666666666
Thalidomide,Mitotane,MOLT-4,-2.2222222222222223
Mitotane,Dasatinib,SN12C,2.6666666666666665
Mitotane,Docetaxel,T-47D,-7.555555555555555
Mitotane,Everolimus,MOLT-4,9.0
Mitotane,Cladribine,EKVX,-7.777777777777778
Everolimus,Tretinoin,NCI-H322M,-3.2222222222222223
Cladribine,Celecoxib,DU-145,0.4444444444444444
Thalidomide,Tretinoin,MCF7,-1.0
Dasatinib,Tretinoin,MCF7,-6.222222222222222
Dasatinib,Sirolimus,MCF7,1.6666666666666667
Thalidomide,Tretinoin,MOLT-4,-11.666666666666666
Dasatinib,Nilotinib,NCI-H460,-6.0
Thalidomide,Mitotane,SF-268,-5.222222222222222
Dasatinib,Tretinoin,OVCAR-5,-2.111111111111111
Romidepsin,Nilotinib,CCRF-CEM,-25.0
Fulvestrant,Dasatinib,NCI-H23,-1.8888888888888888
Romidepsin,Celecoxib,DU-145,-4.111111111111111
Streptozocin,Docetaxel,MDA-MB-468,-9.555555555555555
Dasatinib,Tretinoin,LOX IMVI,-6.444444444444445
Mitotane,Dasatinib,HCC-2998,-5.333333333333333
Fulvestrant,Vorinostat,NCI-H226,2.2222222222222223
Mitotane,Tretinoin,A498,-0.8888888888888888
Vorinostat,Celecoxib,TK-10,-8.222222222222221
Everolimus,Sirolimus,MDA-MB-468,2.0
Vorinostat,Celecoxib,UACC-62,12.666666666666666
Romidepsin,Sirolimus,SNB-75,-0.2222222222222222
Cladribine,Celecoxib,UACC-257,-2.4444444444444446
Docetaxel,Paclitaxel,COLO 205,6.222222222222222
Vorinostat,Docetaxel,MOLT-4,3.111111111111111
Vorinostat,Celecoxib,HCC-2998,-12.333333333333334
Mitotane,Everolimus,HCT-15,5.222222222222222
Everolimus,Celecoxib,HCT-15,-3.111111111111111
Docetaxel,Nilotinib,HCC-2998,18.22222222222222
Dasatinib,Nilotinib,LOX IMVI,-10.22222222222222
Gefitinib,Lenalidomide,SNB-75,-6.333333333333333
Docetaxel,Celecoxib,HS 578T,20.88888888888889
Everolimus,Docetaxel,HCC-2998,7.666666666666667
Dasatinib,Vorinostat,MDA-MB-468,-0.8888888888888888
Romidepsin,Sirolimus,A549/ATCC,3.555555555555556
Everolimus,Vorinostat,IGROV1,1.1111111111111112
Sirolimus,Tretinoin,CCRF-CEM,-1.7777777777777777
Vorinostat,Tretinoin,LOX IMVI,-7.444444444444445
Vorinostat,Nilotinib,COLO 205,-5.888888888888889
Fulvestrant,Celecoxib,COLO 205,-6.777777777777778
Fulvestrant,Nilotinib,MOLT-4,-21.22222222222222
Mitotane,Cladribine,DU-145,-3.0
Mitotane,Celecoxib,NCI-H322M,-5.444444444444445
Mitotane,Everolimus,SR,-3.6666666666666665
Fulvestrant,Cladribine,HCT-15,2.6666666666666665
Sirolimus,Celecoxib,BT-549,-11.0
Paclitaxel,Cladribine,HCT-116,-4.444444444444445
Mitotane,Dasatinib,IGROV1,1.2222222222222223
Dasatinib,Romidepsin,MCF7,-10.444444444444445
Dasatinib,Paclitaxel,UACC-257,-1.2222222222222223
Sirolimus,Mitotane,LOX IMVI,-2.333333333333333
Docetaxel,Paclitaxel,A549/ATCC,5.111111111111111
Mitotane,Cladribine,HCT-116,-6.222222222222222
Tretinoin,Cladribine,786-0,-3.333333333333333
Streptozocin,Cladribine,RXF 393,-11.333333333333334
Cladribine,Celecoxib,OVCAR-3,8.555555555555555
Mitotane,Celecoxib,MOLT-4,-0.2222222222222222
Docetaxel,Tretinoin,HT29,26.33333333333333
Paclitaxel,Tretinoin,DU-145,40.55555555555556
Fulvestrant,Sirolimus,SK-MEL-28,-3.555555555555556
Romidepsin,Docetaxel,OVCAR-4,0.7777777777777778
Dasatinib,Sirolimus,OVCAR-4,-2.7777777777777777
Fulvestrant,Dasatinib,HOP-62,-6.555555555555555
Mitotane,Nilotinib,HOP-62,-9.333333333333334
Everolimus,Dasatinib,TK-10,2.0
Romidepsin,Docetaxel,BT-549,-2.2222222222222223
Dasatinib,Tretinoin,DU-145,-4.666666666666667
Vorinostat,Celecoxib,BT-549,-1.3333333333333333
Megestrol acetate,Gefitinib,SF-295,-2.888888888888889
Streptozocin,Mitotane,MDA-MB-468,-6.111111111111111
Cladribine,Celecoxib,SK-MEL-28,-5.111111111111111
Fulvestrant,Everolimus,SF-268,14.666666666666666
Dasatinib,Docetaxel,NCI-H522,-0.2222222222222222
Everolimus,Docetaxel,RPMI-8226,1.5555555555555556
Cladribine,Celecoxib,NCI-H226,13.0
Mitotane,Paclitaxel,KM12,0.0
Docetaxel,Tretinoin,OVCAR-8,17.333333333333332
Everolimus,Tretinoin,RPMI-8226,6.666666666666667
Vorinostat,Cladribine,KM12,-1.4444444444444444
Paclitaxel,Nilotinib,NCI-H522,9.333333333333334
Nilotinib,Mitotane,HOP-92,-9.11111111111111
Thalidomide,Tretinoin,786-0,-7.777777777777778
Thalidomide,Cladribine,MDA-MB-468,-0.5555555555555556
Dasatinib,Vorinostat,OVCAR-5,-5.888888888888889
Mitotane,Dasatinib,SF-295,0.8888888888888888
Mitotane,Dasatinib,SR,-11.333333333333334
Docetaxel,Fulvestrant,OVCAR-4,14.88888888888889
Mitotane,Dasatinib,SNB-75,3.333333333333333
Dasatinib,Cladribine,SF-539,-8.666666666666666
Nilotinib,Tretinoin,EKVX,-4.555555555555555
Mitotane,Celecoxib,TK-10,-4.777777777777778
Tretinoin,Celecoxib,MDA-MB-231/ATCC,-6.555555555555555
