Drug A,Drug B,Cell Line Name,Score
Thalidomide,Paclitaxel,SF-539,-4.777777777777778
Docetaxel,Sirolimus,MDA-MB-231/ATCC,4.666666666666667
Everolimus,Dasatinib,OVCAR-4,-2.888888888888889
Dasatinib,Celecoxib,OVCAR-3,9.444444444444445
Romidepsin,Celecoxib,MDA-MB-468,2.4444444444444446
Everolimus,Docetaxel,UACC-62,5.555555555555555
Vorinostat,Romidepsin,MDA-MB-468,5.333333333333333
Mitotane,Cladribine,PC-3,-4.222222222222222
Docetaxel,Paclitaxel,MOLT-4,0.0
Romidepsin,Tretinoin,OVCAR-8,-6.666666666666667
Megestrol acetate,Lenalidomide,SK-MEL-5,-22.88888888888889
Streptozocin,Paclitaxel,HS 578T,-7.222222222222222
Everolimus,Cladribine,A549/ATCC,-2.4444444444444446
Cladribine,Celecoxib,NCI-H522,-3.6666666666666665
Romidepsin,Cladribine,NCI-H226,-1.5555555555555556
Mitotane,Nilotinib,OVCAR-3,-6.333333333333333
Fulvestrant,Everolimus,HCT-116,10.333333333333334
Romidepsin,Nilotinib,SK-MEL-5,-16.666666666666668
Thalidomide,Docetaxel,HCT-15,-0.1111111111111111
Megestrol acetate,Lenalidomide,SR,-15.444444444444445
Dasatinib,Celecoxib,A498,1.7777777777777777
Mitotane,Nilotinib,NCI-H522,-3.555555555555556
Sirolimus,Cladribine,A549/ATCC,-6.111111111111111
Fulvestrant,Tretinoin,T-47D,-2.111111111111111
Mitotane,Docetaxel,UO-31,-4.777777777777778
Mitotane,Nilotinib,DU-145,0.2222222222222222
Nilotinib,Tretinoin,A549/ATCC,3.333333333333333
Vorinostat,Romidepsin,A549/ATCC,-0.8888888888888888
Fulvestrant,Celecoxib,SK-MEL-5,-3.888888888888889
Dasatinib,Sirolimus,MDA-MB-231/ATCC,-11.88888888888889
Megestrol acetate,Gefitinib,M14,5.444444444444445
Streptozocin,Docetaxel,MCF7,-7.111111111111111
Megestrol acetate,Gefitinib,NCI-H322M,3.2222222222222223
Sirolimus,Tretinoin,NCI-H226,0.1111111111111111
Sirolimus,Mitotane,HCC-2998,-11.444444444444445
Thalidomide,Cladribine,M14,-13.666666666666666
Docetaxel,Sirolimus,OVCAR-5,6.333333333333333
Megestrol acetate,Lenalidomide,MDA-MB-231/ATCC,-17.444444444444443
Docetaxel,Cladribine,A498,-2.555555555555556
Fulvestrant,Tretinoin,SR,-8.555555555555555
Docetaxel,Fulvestrant,UO-31,-0.5555555555555556
Everolimus,Cladribine,COLO 205,0.0
Fulvestrant,Cladribine,OVCAR-8,-0.3333333333333333
Megestrol acetate,Gefitinib,RPMI-8226,7.111111111111111
Streptozocin,Cladribine,MDA-MB-231/ATCC,-7.0
Dasatinib,Celecoxib,UO-31,6.444444444444445
Romidepsin,Celecoxib,SF-539,1.4444444444444444
Thalidomide,Cladribine,UACC-62,8.222222222222221
Thalidomide,Tretinoin,RPMI-8226,-20.0
Mitotane,Celecoxib,RXF 393,-11.88888888888889
Fulvestrant,Celecoxib,MDA-MB-231/ATCC,-8.11111111111111
Everolimus,Sirolimus,OVCAR-5,-5.0
Vorinostat,Nilotinib,UACC-257,-6.777777777777778
Romidepsin,Cladribine,IGROV1,-3.4444444444444446
Nilotinib,Tretinoin,SNB-75,-12.555555555555555
Fulvestrant,Nilotinib,NCI-H322M,-5.666666666666667
Sirolimus,Nilotinib,NCI-H226,-7.555555555555555
Megestrol acetate,Lenalidomide,SN12C,-3.555555555555556
Dasatinib,Sirolimus,TK-10,3.6666666666666665
Thalidomide,Docetaxel,OVCAR-4,-9.333333333333334
Dasatinib,Romidepsin,U251,-3.4444444444444446
Paclitaxel,Sirolimus,PC-3,5.555555555555555
Romidepsin,Docetaxel,UO-31,-1.3333333333333333
Dasatinib,Docetaxel,SF-539,3.111111111111111
Thalidomide,Tretinoin,RXF 393,-11.77777777777778
Docetaxel,Celecoxib,TK-10,-3.6666666666666665
Romidepsin,Sirolimus,SK-MEL-5,1.7777777777777777
Streptozocin,Sirolimus,MDA-MB-468,-0.8888888888888888
Sirolimus,Mitotane,NCI-H226,-0.3333333333333333
Vorinostat,Cladribine,SN12C,12.0
Mitotane,Nilotinib,T-47D,-8.444444444444445
Thalidomide,Paclitaxel,U251,-4.333333333333333
Romidepsin,Paclitaxel,LOX IMVI,-2.333333333333333
Docetaxel,Sirolimus,RPMI-8226,4.555555555555555
Vorinostat,Paclitaxel,IGROV1,-5.444444444444445
Sirolimus,Nilotinib,UACC-257,-4.444444444444445
Dasatinib,Paclitaxel,NCI-H460,0.3333333333333333
Vorinostat,Celecoxib,OVCAR-3,-9.333333333333334
Cladribine,Celecoxib,OVCAR-4,-4.888888888888889
Streptozocin,Sirolimus,OVCAR-3,-11.444444444444445
Romidepsin,Nilotinib,SK-MEL-28,-7.777777777777778
Everolimus,Paclitaxel,A498,2.888888888888889
Romidepsin,Docetaxel,NCI-H322M,-5.555555555555555
Docetaxel,Sirolimus,UO-31,-5.0
Streptozocin,Paclitaxel,A498,-7.777777777777778
Vorinostat,Romidepsin,COLO 205,-5.444444444444445
Paclitaxel,Tretinoin,SF-268,19.88888888888889
Everolimus,Docetaxel,OVCAR-4,2.555555555555556
Mitotane,Paclitaxel,RPMI-8226,-13.22222222222222
Fulvestrant,Tretinoin,SF-539,4.222222222222222
Dasatinib,Paclitaxel,RXF 393,0.4444444444444444
Mitotane,Everolimus,UO-31,13.11111111111111
Tretinoin,Cladribine,SR,-8.11111111111111
Paclitaxel,Nilotinib,NCI-H226,6.111111111111111
Streptozocin,Docetaxel,U251,-5.111111111111111
Thalidomide,Mitotane,OVCAR-5,1.0
Thalidomide,Sirolimus,NCI-H226,1.5555555555555556
Everolimus,Romidepsin,LOX IMVI,-1.6666666666666667
Nilotinib,Cladribine,IGROV1,-6.0
Thalidomide,Sirolimus,OVCAR-4,1.8888888888888888
Docetaxel,Sirolimus,UACC-257,0.4444444444444444
Fulvestrant,Celecoxib,HOP-62,-12.88888888888889
Docetaxel,Cladribine,SN12C,-2.111111111111111
Megestrol acetate,Lenalidomide,ACHN,-9.88888888888889
Everolimus,Paclitaxel,SK-MEL-28,-1.6666666666666667
Mitotane,Dasatinib,UACC-257,-1.2222222222222223
Paclitaxel,Nilotinib,K-562,23.0
Paclitaxel,Tretinoin,OVCAR-3,25.55555555555556
Mitotane,Tretinoin,A549/ATCC,5.111111111111111
Paclitaxel,Nilotinib,OVCAR-4,-6.222222222222222
Streptozocin,Mitotane,HOP-92,0.4444444444444444
Paclitaxel,Celecoxib,UACC-257,3.111111111111111
Docetaxel,Nilotinib,SW-620,7.888888888888889
Fulvestrant,Everolimus,MOLT-4,4.111111111111111
Everolimus,Vorinostat,A549/ATCC,-5.666666666666667
Romidepsin,Docetaxel,SF-539,1.5555555555555556
Docetaxel,Fulvestrant,SK-MEL-5,9.0
Fulvestrant,Sirolimus,NCI-H322M,-1.8888888888888888
Megestrol acetate,Lenalidomide,BT-549,-2.7777777777777777
Romidepsin,Nilotinib,OVCAR-8,-11.333333333333334
Streptozocin,Paclitaxel,MDA-MB-468,-6.444444444444445
Romidepsin,Paclitaxel,RPMI-8226,-4.0
Vorinostat,Tretinoin,CCRF-CEM,8.222222222222221
Fulvestrant,Dasatinib,SK-MEL-28,3.6666666666666665
Fulvestrant,Romidepsin,786-0,1.7777777777777777
Vorinostat,Sirolimus,SW-620,3.4444444444444446
Dasatinib,Nilotinib,NCI-H522,1.5555555555555556
Fulvestrant,Sirolimus,HCT-15,-4.333333333333333
Romidepsin,Paclitaxel,T-47D,-2.333333333333333
Cladribine,Celecoxib,IGROV1,-4.111111111111111
Romidepsin,Tretinoin,NCI-H322M,-11.444444444444445
Streptozocin,Paclitaxel,OVCAR-4,-2.2222222222222223
Nilotinib,Mitotane,HS 578T,-7.333333333333333
Megestrol acetate,Gefitinib,EKVX,0.3333333333333333
Tretinoin,Celecoxib,COLO 205,-3.333333333333333
Dasatinib,Cladribine,OVCAR-4,-0.5555555555555556
Dasatinib,Cladribine,PC-3,-3.0
Paclitaxel,Sirolimus,HT29,-17.11111111111111
Docetaxel,Cladribine,K-562,-5.222222222222222
Sirolimus,Tretinoin,HOP-92,-6.0
Sirolimus,Celecoxib,UACC-257,-4.555555555555555
Dasatinib,Cladribine,IGROV1,-5.0
Mitotane,Dasatinib,TK-10,-5.0
Nilotinib,Cladribine,TK-10,-0.3333333333333333
Mitotane,Celecoxib,786-0,1.8888888888888888
Paclitaxel,Nilotinib,LOX IMVI,3.333333333333333
Sirolimus,Tretinoin,COLO 205,-2.555555555555556
Streptozocin,Docetaxel,MDA-MB-231/ATCC,-6.222222222222222
Paclitaxel,Cladribine,UACC-257,-9.333333333333334
Tretinoin,Cladribine,HOP-62,-2.2222222222222223
Romidepsin,Nilotinib,DU-145,-11.333333333333334
Fulvestrant,Romidepsin,TK-10,1.4444444444444444
Streptozocin,Mitotane,OVCAR-3,-17.333333333333332
Sirolimus,Mitotane,BT-549,0.4444444444444444
Paclitaxel,Tretinoin,BT-549,38.11111111111112
Paclitaxel,Sirolimus,NCI-H322M,-5.666666666666667
Dasatinib,Paclitaxel,SK-MEL-28,4.0
Nilotinib,Celecoxib,SN12C,-5.777777777777778
Mitotane,Dasatinib,CCRF-CEM,-23.11111111111111
Mitotane,Paclitaxel,OVCAR-3,-6.333333333333333
Docetaxel,Paclitaxel,LOX IMVI,-1.1111111111111112
Vorinostat,Nilotinib,HCC-2998,-13.11111111111111
Mitotane,Docetaxel,CCRF-CEM,18.88888888888889
Paclitaxel,Celecoxib,MDA-MB-231/ATCC,23.22222222222222
Vorinostat,Tretinoin,OVCAR-8,-7.888888888888889
Dasatinib,Romidepsin,SNB-75,-7.222222222222222
Sirolimus,Tretinoin,PC-3,3.2222222222222223
Dasatinib,Vorinostat,PC-3,-0.4444444444444444
Thalidomide,Sirolimus,RXF 393,-9.11111111111111
Fulvestrant,Everolimus,HOP-62,-4.777777777777778
Everolimus,Paclitaxel,IGROV1,-0.8888888888888888
Megestrol acetate,Lenalidomide,NCI-H322M,-14.22222222222222
Dasatinib,Sirolimus,MDA-MB-468,4.222222222222222
Nilotinib,Celecoxib,BT-549,-8.777777777777779
Mitotane,Docetaxel,HOP-62,-1.7777777777777777
Paclitaxel,Sirolimus,SF-539,17.333333333333332
Vorinostat,Paclitaxel,HT29,-18.77777777777778
Romidepsin,Cladribine,MDA-MB-231/ATCC,8.88888888888889
Streptozocin,Mitotane,SW-620,-0.2222222222222222
Everolimus,Docetaxel,HCT-15,-2.7777777777777777
Nilotinib,Cladribine,CCRF-CEM,2.6666666666666665
Tretinoin,Cladribine,OVCAR-5,-1.1111111111111112
Vorinostat,Tretinoin,MOLT-4,4.666666666666667
Nilotinib,Tretinoin,NCI-H460,-1.5555555555555556
Everolimus,Nilotinib,RXF 393,-32.77777777777778
Paclitaxel,Celecoxib,SNB-75,25.11111111111111
Streptozocin,Mitotane,RXF 393,-10.555555555555555
Streptozocin,Tretinoin,MOLT-4,-0.8888888888888888
Vorinostat,Cladribine,HT29,-6.333333333333333
Fulvestrant,Everolimus,SNB-75,12.88888888888889
Everolimus,Romidepsin,HCT-15,-1.1111111111111112
Docetaxel,Celecoxib,K-562,23.55555555555556
Mitotane,Dasatinib,COLO 205,1.3333333333333333
Vorinostat,Tretinoin,SK-MEL-5,-6.555555555555555
Thalidomide,Cladribine,EKVX,-14.77777777777778
Sirolimus,Tretinoin,NCI-H23,-8.777777777777779
Paclitaxel,Celecoxib,DU-145,30.0
Thalidomide,Mitotane,RXF 393,-6.666666666666667
Mitotane,Tretinoin,LOX IMVI,-9.88888888888889
Docetaxel,Paclitaxel,DU-145,9.77777777777778
Mitotane,Nilotinib,HCT-116,1.7777777777777777
Dasatinib,Tretinoin,HCT-116,5.0
Mitotane,Nilotinib,RPMI-8226,-17.555555555555557
Paclitaxel,Sirolimus,OVCAR-8,3.4444444444444446
Romidepsin,Paclitaxel,OVCAR-4,-4.222222222222222
Vorinostat,Celecoxib,SNB-75,-5.222222222222222
Dasatinib,Docetaxel,OVCAR-4,-1.0
Mitotane,Cladribine,MDA-MB-468,-4.777777777777778
Mitotane,Dasatinib,U251,-4.444444444444445
Docetaxel,Tretinoin,NCI-H322M,-12.11111111111111
Mitotane,Cladribine,SW-620,-1.1111111111111112
Fulvestrant,Celecoxib,SK-OV-3,-12.444444444444445
Everolimus,Celecoxib,K-562,-5.222222222222222
Dasatinib,Celecoxib,MCF7,-0.5555555555555556
Everolimus,Tretinoin,K-562,0.4444444444444444
Sirolimus,Tretinoin,EKVX,1.1111111111111112
Romidepsin,Cladribine,SF-268,-3.111111111111111
Nilotinib,Mitotane,IGROV1,-5.222222222222222
Fulvestrant,Vorinostat,NCI-H322M,1.8888888888888888
Paclitaxel,Tretinoin,MDA-MB-231/ATCC,25.666666666666668
Mitotane,Docetaxel,K-562,14.11111111111111
Fulvestrant,Dasatinib,SK-MEL-5,-4.666666666666667
Fulvestrant,Everolimus,EKVX,-6.888888888888889
Docetaxel,Cladribine,T-47D,-12.0
Vorinostat,Paclitaxel,T-47D,-23.88888888888889
Paclitaxel,Tretinoin,HCC-2998,33.666666666666664
Vorinostat,Nilotinib,BT-549,-11.666666666666666
Thalidomide,Cladribine,UACC-257,-4.888888888888889
Mitotane,Celecoxib,M14,-8.555555555555555
Fulvestrant,Celecoxib,UACC-62,-7.333333333333333
Fulvestrant,Romidepsin,NCI-H522,17.0
Streptozocin,Tretinoin,MDA-MB-468,-2.555555555555556
Docetaxel,Paclitaxel,UACC-62,-1.5555555555555556
Romidepsin,Sirolimus,SF-268,-8.333333333333334
Thalidomide,Mitotane,RPMI-8226,-3.4444444444444446
Fulvestrant,Paclitaxel,NCI-H322M,-3.0
Docetaxel,Tretinoin,NCI-H460,18.77777777777778
Docetaxel,Cladribine,NCI-H322M,-36.77777777777778
Mitotane,Celecoxib,HS 578T,-3.6666666666666665
Everolimus,Cladribine,OVCAR-4,0.5555555555555556
Nilotinib,Celecoxib,HCC-2998,-3.333333333333333
Streptozocin,Sirolimus,UACC-257,-1.6666666666666667
Mitotane,Tretinoin,SK-MEL-5,-4.888888888888889
Everolimus,Vorinostat,SF-268,-1.6666666666666667
Vorinostat,Celecoxib,RPMI-8226,-7.888888888888889
Docetaxel,Tretinoin,HCT-116,21.55555555555556
Paclitaxel,Celecoxib,HCT-116,13.444444444444445
Vorinostat,Docetaxel,SK-MEL-28,-3.7777777777777777
Dasatinib,Tretinoin,MDA-MB-231/ATCC,3.888888888888889
Paclitaxel,Nilotinib,T-47D,-21.11111111111111
Everolimus,Dasatinib,NCI-H460,-2.555555555555556
Docetaxel,Celecoxib,RPMI-8226,16.0
Mitotane,Celecoxib,OVCAR-3,-2.4444444444444446
Fulvestrant,Celecoxib,OVCAR-5,2.111111111111111
Everolimus,Dasatinib,RPMI-8226,6.555555555555555
Paclitaxel,Celecoxib,KM12,17.444444444444443
Mitotane,Sirolimus,SK-MEL-5,-5.111111111111111
Vorinostat,Celecoxib,NCI-H322M,-17.555555555555557
Mitotane,Sirolimus,PC-3,1.3333333333333333
Paclitaxel,Cladribine,K-562,1.2222222222222223
Dasatinib,Docetaxel,HT29,1.5555555555555556
Tretinoin,Cladribine,A549/ATCC,-2.333333333333333
Dasatinib,Paclitaxel,UACC-62,-3.0
Thalidomide,Paclitaxel,ACHN,2.2222222222222223
Megestrol acetate,Lenalidomide,K-562,-4.888888888888889
Fulvestrant,Dasatinib,OVCAR-5,-1.1111111111111112
Mitotane,Sirolimus,MOLT-4,-6.222222222222222
Everolimus,Sirolimus,SF-539,-7.555555555555555
Everolimus,Dasatinib,NCI-H226,-2.555555555555556
Vorinostat,Docetaxel,SNB-75,-3.888888888888889
Sirolimus,Mitotane,A498,0.8888888888888888
Fulvestrant,Everolimus,RXF 393,1.1111111111111112
Vorinostat,Docetaxel,NCI-H522,0.8888888888888888
Thalidomide,Paclitaxel,LOX IMVI,10.22222222222222
Fulvestrant,Romidepsin,OVCAR-5,-0.4444444444444444
Fulvestrant,Vorinostat,SK-MEL-5,-1.0
Mitotane,Docetaxel,OVCAR-5,1.2222222222222223
Megestrol acetate,Lenalidomide,MDA-MB-468,-4.222222222222222
Streptozocin,Tretinoin,SK-MEL-5,-2.555555555555556
Sirolimus,Nilotinib,TK-10,-11.88888888888889
Everolimus,Tretinoin,HCC-2998,-5.888888888888889
Fulvestrant,Cladribine,OVCAR-4,1.3333333333333333
Romidepsin,Tretinoin,COLO 205,-6.555555555555555
Streptozocin,Mitotane,EKVX,-6.555555555555555
Vorinostat,Nilotinib,NCI-H226,-8.666666666666666
Mitotane,Tretinoin,SN12C,0.1111111111111111
Fulvestrant,Sirolimus,U251,-11.333333333333334
Nilotinib,Mitotane,A549/ATCC,-4.777777777777778
Everolimus,Tretinoin,A498,-4.0
Romidepsin,Tretinoin,K-562,0.4444444444444444
Paclitaxel,Cladribine,A498,-2.6666666666666665
Vorinostat,Sirolimus,UACC-62,-12.555555555555555
Dasatinib,Tretinoin,NCI-H226,2.333333333333333
Fulvestrant,Celecoxib,HS 578T,-4.666666666666667
Mitotane,Tretinoin,NCI-H522,2.6666666666666665
Paclitaxel,Nilotinib,HT29,15.666666666666666
Sirolimus,Cladribine,NCI-H226,-3.2222222222222223
Fulvestrant,Sirolimus,T-47D,2.888888888888889
Fulvestrant,Dasatinib,OVCAR-8,1.3333333333333333
Mitotane,Everolimus,HOP-62,-1.7777777777777777
Thalidomide,Docetaxel,SK-OV-3,-8.11111111111111
Fulvestrant,Cladribine,SF-295,-5.666666666666667
Romidepsin,Nilotinib,MDA-MB-231/ATCC,-4.888888888888889
Paclitaxel,Nilotinib,NCI-H460,-4.333333333333333
Fulvestrant,Paclitaxel,LOX IMVI,-20.88888888888889
Dasatinib,Sirolimus,UACC-257,-6.111111111111111
Docetaxel,Sirolimus,KM12,1.3333333333333333
Dasatinib,Paclitaxel,A549/ATCC,2.4444444444444446
Fulvestrant,Nilotinib,OVCAR-3,1.5555555555555556
Vorinostat,Nilotinib,SK-MEL-28,-37.888888888888886
Docetaxel,Paclitaxel,IGROV1,-2.888888888888889
Fulvestrant,Sirolimus,CCRF-CEM,-3.111111111111111
Romidepsin,Paclitaxel,NCI-H522,-2.6666666666666665
Fulvestrant,Celecoxib,T-47D,-7.666666666666667
Fulvestrant,Everolimus,NCI-H522,3.555555555555556
Vorinostat,Paclitaxel,NCI-H322M,-25.0
Vorinostat,Docetaxel,SK-MEL-5,-4.888888888888889
Fulvestrant,Cladribine,MOLT-4,-5.777777777777778
Thalidomide,Tretinoin,M14,-2.333333333333333
Dasatinib,Celecoxib,MDA-MB-468,-2.888888888888889
Docetaxel,Fulvestrant,SF-539,32.44444444444444
Romidepsin,Sirolimus,COLO 205,-7.333333333333333
Streptozocin,Paclitaxel,SK-MEL-28,4.222222222222222
Mitotane,Tretinoin,RPMI-8226,-12.555555555555555
Fulvestrant,Vorinostat,MOLT-4,-5.555555555555555
Nilotinib,Mitotane,SK-OV-3,-6.444444444444445
Docetaxel,Cladribine,NCI-H522,-2.111111111111111
Sirolimus,Celecoxib,MDA-MB-231/ATCC,15.11111111111111
Mitotane,Cladribine,HCC-2998,1.0
Mitotane,Celecoxib,UO-31,-6.777777777777778
Fulvestrant,Sirolimus,EKVX,-2.0
Thalidomide,Tretinoin,HOP-62,-6.555555555555555
Mitotane,Nilotinib,SK-MEL-28,-4.0
Streptozocin,Cladribine,HCT-15,-7.444444444444445
Dasatinib,Nilotinib,HCC-2998,-4.444444444444445
Mitotane,Cladribine,SF-539,-1.3333333333333333
Dasatinib,Vorinostat,A498,0.0
Sirolimus,Tretinoin,NCI-H522,-3.2222222222222223
Vorinostat,Sirolimus,A549/ATCC,-2.111111111111111
Fulvestrant,Dasatinib,NCI-H522,-1.3333333333333333
Everolimus,Cladribine,HCT-116,-8.777777777777779
Mitotane,Everolimus,HS 578T,17.88888888888889
Gefitinib,Lenalidomide,NCI-H23,-1.5555555555555556
Mitotane,Nilotinib,OVCAR-8,-6.222222222222222
Sirolimus,Cladribine,EKVX,-2.2222222222222223
Streptozocin,Cladribine,NCI-H322M,-6.888888888888889
Paclitaxel,Sirolimus,OVCAR-4,-2.555555555555556
Paclitaxel,Tretinoin,SK-MEL-5,17.444444444444443
Fulvestrant,Everolimus,DU-145,15.77777777777778
Paclitaxel,Celecoxib,IGROV1,17.444444444444443
Streptozocin,Paclitaxel,SF-539,-2.6666666666666665
Mitotane,Tretinoin,MOLT-4,-0.8888888888888888
Streptozocin,Paclitaxel,SN12C,-3.111111111111111
Dasatinib,Romidepsin,A549/ATCC,-1.6666666666666667
Paclitaxel,Tretinoin,UACC-62,19.88888888888889
Tretinoin,Celecoxib,SK-MEL-5,-0.3333333333333333
Cladribine,Celecoxib,LOX IMVI,-1.2222222222222223
Dasatinib,Romidepsin,HT29,1.1111111111111112
Docetaxel,Fulvestrant,TK-10,-12.77777777777778
Dasatinib,Romidepsin,A498,-3.555555555555556
Mitotane,Tretinoin,HOP-62,-11.444444444444445
Paclitaxel,Tretinoin,CCRF-CEM,33.44444444444444
Sirolimus,Cladribine,BT-549,1.5555555555555556
Vorinostat,Nilotinib,TK-10,-17.444444444444443
Tretinoin,Celecoxib,NCI-H322M,-1.2222222222222223
Dasatinib,Cladribine,U251,-7.0
Streptozocin,Sirolimus,OVCAR-4,-4.222222222222222
Fulvestrant,Everolimus,NCI-H23,-5.111111111111111
Vorinostat,Romidepsin,BT-549,-0.6666666666666666
Fulvestrant,Celecoxib,A498,-3.7777777777777777
Vorinostat,Nilotinib,A549/ATCC,-11.666666666666666
Vorinostat,Sirolimus,A498,-5.777777777777778
Mitotane,Tretinoin,RXF 393,-1.8888888888888888
Dasatinib,Romidepsin,RPMI-8226,-2.7777777777777777
Thalidomide,Sirolimus,SF-539,3.4444444444444446
Everolimus,Tretinoin,KM12,-10.0
Dasatinib,Celecoxib,OVCAR-4,0.1111111111111111
Fulvestrant,Paclitaxel,NCI-H226,0.0
Everolimus,Paclitaxel,RPMI-8226,23.0
Everolimus,Celecoxib,HS 578T,-2.333333333333333
Thalidomide,Cladribine,SF-268,-6.333333333333333
Dasatinib,Tretinoin,OVCAR-4,0.1111111111111111
Docetaxel,Nilotinib,PC-3,-5.888888888888889
Docetaxel,Fulvestrant,SK-MEL-28,14.88888888888889
Sirolimus,Mitotane,RXF 393,-4.666666666666667
Docetaxel,Cladribine,NCI-H460,-3.2222222222222223
Tretinoin,Celecoxib,EKVX,1.3333333333333333
Megestrol acetate,Gefitinib,HT29,-8.666666666666666
Vorinostat,Paclitaxel,DU-145,0.5555555555555556
Dasatinib,Romidepsin,HCT-15,-2.4444444444444446
Dasatinib,Romidepsin,K-562,-0.7777777777777778
Docetaxel,Fulvestrant,BT-549,0.5555555555555556
Streptozocin,Paclitaxel,OVCAR-3,22.33333333333333
Docetaxel,Nilotinib,UACC-62,-5.888888888888889
Romidepsin,Docetaxel,MOLT-4,-2.4444444444444446
Fulvestrant,Sirolimus,SK-MEL-5,-5.888888888888889
Gefitinib,Lenalidomide,OVCAR-3,-5.777777777777778
Fulvestrant,Vorinostat,SF-539,-8.222222222222221
Thalidomide,Cladribine,OVCAR-3,-8.444444444444445
Dasatinib,Vorinostat,HCC-2998,-3.333333333333333
Fulvestrant,Paclitaxel,UO-31,-0.8888888888888888
Sirolimus,Cladribine,MDA-MB-468,-4.666666666666667
Mitotane,Celecoxib,SK-MEL-28,-9.0
Docetaxel,Paclitaxel,T-47D,1.7777777777777777
Fulvestrant,Tretinoin,UACC-62,1.2222222222222223
Paclitaxel,Tretinoin,COLO 205,47.333333333333336
Everolimus,Nilotinib,RPMI-8226,0.8888888888888888
Dasatinib,Nilotinib,UACC-62,-11.22222222222222
Mitotane,Dasatinib,M14,0.8888888888888888
Mitotane,Sirolimus,OVCAR-5,-0.6666666666666666
Romidepsin,Celecoxib,A549/ATCC,11.11111111111111
Sirolimus,Cladribine,COLO 205,-5.888888888888889
Nilotinib,Celecoxib,RPMI-8226,-2.888888888888889
Everolimus,Romidepsin,A549/ATCC,0.3333333333333333
Nilotinib,Mitotane,SF-295,-10.666666666666666
Mitotane,Nilotinib,SF-539,-10.88888888888889
Thalidomide,Mitotane,UACC-62,0.2222222222222222
Docetaxel,Paclitaxel,NCI-H226,-2.333333333333333
Docetaxel,Paclitaxel,PC-3,2.2222222222222223
Paclitaxel,Celecoxib,NCI-H522,21.444444444444443
Everolimus,Cladribine,NCI-H522,-5.555555555555555
Sirolimus,Mitotane,MDA-MB-231/ATCC,-0.7777777777777778
Everolimus,Docetaxel,SF-268,-0.2222222222222222
Docetaxel,Cladribine,LOX IMVI,0.6666666666666666
Mitotane,Tretinoin,SF-268,0.1111111111111111
Romidepsin,Docetaxel,CCRF-CEM,-4.555555555555555
Everolimus,Tretinoin,HS 578T,2.555555555555556
Everolimus,Nilotinib,UACC-62,-5.777777777777778
Megestrol acetate,Gefitinib,ACHN,-2.555555555555556
Sirolimus,Tretinoin,ACHN,5.888888888888889
Vorinostat,Nilotinib,SK-MEL-5,-4.333333333333333
Docetaxel,Celecoxib,IGROV1,8.444444444444445
Paclitaxel,Cladribine,HT29,-8.444444444444445
Cladribine,Celecoxib,OVCAR-5,4.111111111111111
